     
       Rank            Score            DocID

	1.	0.017225030755017266	Nation
	2.	0.009714768905121232	Time
	3.	0.009387616620178152	Water
	4.	0.009332290458275766	Earth
	5.	0.009124986777895104	Human
	6.	0.009117265549238475	Gene
	7.	0.007475997675001162	Climate
	8.	0.007445132638358647	Sea
	9.	0.007289536861547551	Carbon
	10.	0.006294267476393463	Energy
	11.	0.006212461391355164	Mass
	12.	0.005982900326753526	Space
	13.	0.005894935327627946	Air
	14.	0.005832598471155607	India
	15.	0.005811867915263651	Gas
	16.	0.005804167535178098	Hydrogen
	17.	0.0057599940147605	Ice
	18.	0.005642382980620758	Science
	19.	0.005494342968549142	Evolution
	20.	0.005226892221096356	Ocean
	21.	0.005203539746461997	System
	22.	0.005080861803366039	Animal
	23.	0.005021031670300401	Wind
	24.	0.00494074398863925	Nature
	25.	0.004883381827937424	Geography
	26.	0.004862704861071748	Oxygen
	27.	0.004789357379040112	Protein
	28.	0.0046797109489262936	Life
	29.	0.004620819846981149	DNA
	30.	0.004566017139476025	Plant
	31.	0.0045034154287162355	Heat
	32.	0.004416441816464699	Climate_change
	33.	0.004362427604972043	Biology
	34.	0.004327132846076131	Mars
	35.	0.004275960236396144	Old_English
	36.	0.0042405268859216924	Nitrogen
	37.	0.004171154576769757	Bacteria
	38.	0.004129463303600642	Physics
	39.	0.004128282444561456	Carbon_dioxide
	40.	0.003943959787087832	Atmosphere
	41.	0.003914698187208663	Organism
	42.	0.0038646715436641992	Molecule
	43.	0.00382042129322874	Temperature
	44.	0.0037944159694663746	Philosophy
	45.	0.0037509855044991023	Eukaryote
	46.	0.0036170860241096976	NASA
	47.	0.0035807658891233384	Cloud
	48.	0.003542476795926644	Ecosystem
	49.	0.0035329269723242576	Mathematics
	50.	0.0034716687054519376	Pressure

